"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"156","Dum Laga Ke Haisha","2015","N/A","27 Feb 2015","110 min","Comedy, Drama, Romance","Sharat Katariya","Sharat Katariya","Bhumi Pednekar, Sanjay Mishra, Ayushmann Khurrana, Kumar Sanu","Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?","Hindi","India","14 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2Njg1OTg4OV5BMl5BanBnXkFtZTgwMjczNzM2NDE@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","11,285","tt3495030","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dum_laga_ke_haisha/","N/A","N/A","N/A","N/A","True"
"157","Ghajini","2005","N/A","29 Sep 2005","175 min","Action, Drama, Mystery","A.R. Murugadoss","A.R. Murugadoss (story), A.R. Murugadoss, Shashank (dialogue: Telugu version)","Suriya, Asin, Nayanthara, Pradeep Singh Rawat","A man, suffering from short-term memory loss, uses notes, tattoos and photo's to hunt down his girlfriend's killer","Tamil, Telugu","India","8 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMWY5OWMyYTYtYzRjOS00YjJjLWJiYjEtZWY3MzA2MmUwZDBkXkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","4,475","tt0449951","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ghanjini/","17 Oct 2006","N/A","Leo Entertainment Pvt. Ltd.","N/A","True"
"158","Dear Zindagi","2016","UNRATED","23 Nov 2016","151 min","Drama, Romance","Gauri Shinde","Gauri Shinde","Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley","Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.","Hindi","India","4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZWQzYWI3ZGMtYzgyYy00OWZkLWEwODYtNGNiMTZhODBkNzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg","Internet Movie Database","7.8/10","N/A","7.8","24,048","tt5946128","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dear_zindagi","N/A","$1,397,133","Dharma Productions","N/A","True"
"159","Mankatha","2011","N/A","31 Aug 2011","155 min","Action, Comedy, Crime","Venkat Prabhu","Venkat Prabhu","Ajith Kumar, Arjun, Trisha Krishnan, Premgi Amaren","Vinayak and his 4 team members rob a booty of 500 crores INR. Trouble starts when two members of the team betray them.","Tamil","India","7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BODAyOTNlMjktZjgxYS00Y2JiLWFiZTAtYjg0MTYyNzg3MjQyXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_SX300.jpg","Internet Movie Database","7.6/10","N/A","7.6","9,867","tt1705772","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/siruthai/","N/A","N/A","Bharat Creations","N/A","True"
"160","Baghban","2003","N/A","03 Oct 2003","181 min","Drama, Romance","Ravi Chopra","Shafiq Ansari (screenplay), Satish Bhatnagar (screenplay), B.R. Chopra (story), Ram Govind (screenplay), Achala Nagar (dialogue), Achala Nagar (screenplay)","Amitabh Bachchan, Hema Malini, Aman Verma, Samir Soni","An elderly couple wish their children to care for them in their old age. But their children see and treat them as a burden, and they must struggle to regain their worth and dignity to themselves and others.","Hindi, Awadhi","India","2 wins & 20 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTEyODY4Ml5BMl5BanBnXkFtZTcwOTk2ODgzMQ@@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","10,699","tt0337578","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/baghban/","23 Mar 2004","N/A","N/A","N/A","True"
"161","Yuva","2004","N/A","22 May 2004","161 min","Action, Adventure, Crime","Mani Ratnam","Anurag Kashyap (dialogue), Mani Ratnam (screenplay)","Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi","Michael, Arjun and Lallan, three men from three different stratas of society, cross paths one morning in Calcutta and change one another's lives forever.","Hindi, Bengali","India","12 wins & 15 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNThiZjYxNDItMGQxYy00ODU0LWFmM2YtOTQyZmU3ZWI5ZjFmXkEyXkFqcGdeQXVyNjc5Mjg4Nzc@._V1_SX300.jpg","Internet Movie Database","7.5/10","63","7.5","6,482","tt0382383","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/yuva/","30 Oct 2004","$280,100","Net Effect","http://www.yuvathefilm.com","True"
"162","Badlapur","2015","N/A","20 Feb 2015","128 min","Action, Drama","Sriram Raghavan","Massimo Carlotto (story), Sriram Raghavan (screenplay), Arijit Biswas (screenplay), Pooja Ladha Surti (screenplay)","Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam, Huma Qureshi","After his family is killed during a bank robbery, a man tries to avenge their death.","Hindi","India","3 wins & 5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNThkNmQwMzAtYTM0ZS00NGIzLWEzMGMtM2EzZjUzNTk4YmNkXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","15,458","tt3678782","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/badlapur/","N/A","N/A","Eros International","N/A","True"
"163","Guzaarish","2010","N/A","19 Nov 2010","126 min","Comedy, Drama, Romance","Sanjay Leela Bhansali","Sanjay Leela Bhansali (screenplay), Bhavani Iyer (dialogue), Bhavani Iyer (screenplay), Vibhu Puri (dialogue), Turaz (lyrics)","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor","A paralyzed Magician-turned-Radio Jockey files a Petition in Court seeking permission to end his life.","Hindi, English","India","3 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMzIzOTQwOF5BMl5BanBnXkFtZTcwMTI2MTYxNA@@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","12,823","tt1438298","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/guzaarish_2010/","18 Jan 2011","$1,017,335","UTV Communications","http://www.guzaarishthefilm.com/","True"
"164","Khiladi","1992","N/A","05 Jun 1992","157 min","Action, Musical, Thriller","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Aadesh K. Arjun (additional dialogue), Saroj Khan (screenplay), Saroj Khan (story), Naeem-Ejaz (dialogue)","Akshay Kumar, Ayesha Jhulka, Deepak Tijori, Sabeeha","Two friends wage bets for money and fun. There comes a time where they race to win the biggest bet, for they know that their lives depend on it.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNDMzOWE3ZGItODU3YS00YzZhLTlhM2ItYTdmODZlNDQ3YjcyXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","5,329","tt0104605","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/khiladi/","11 Apr 2000","N/A","Venus Movies","N/A","True"
"165","Chachi 420","1997","N/A","19 Dec 1997","155 min","Comedy, Drama, Family","Kamal Haasan","Gulzar (dialogue), Kamal Haasan (screenplay)","Kamal Haasan, Amrish Puri, Om Puri, Tabu","Desperation to be with his only child forces a divorced man to take the guise of the child's nanny. Situations get really messy when the child's grandfather (the man's ex-father-in-law) falls in love with his disguised ex-son-in-law.","Hindi","India","1 win & 3 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ4OTQyMjUyOF5BMl5BanBnXkFtZTcwMTUwMDE0MQ@@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","9,175","tt0233422","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/chachi_420/","06 Apr 1999","N/A","Jhamu Sughand Productions","N/A","True"
"166","Kaminey","2009","N/A","14 Aug 2009","130 min","Action, Comedy, Crime","Vishal Bhardwaj","Cajetan Boy (based on an idea by), Supratik Sen (screenplay), Abhishek Chaubey (screenplay), Sabrina Dhawan (screenplay), Vishal Bhardwaj (screenplay), Vishal Bhardwaj (dialogue)","Shahid Kapoor, Priyanka Chopra, Deb Mukherjee, Shivkumar Subramaniam","The desperate lives of two estranged twin brothers converge over missing drugs, politics, racial prejudice, corrupt cops and an unplanned pregnancy.","Hindi, Marathi, Bengali, English, Portuguese","India","2 wins & 18 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTQ4NTY1Nl5BMl5BanBnXkFtZTcwMDI3NTU2Mg@@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","13,579","tt1274295","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/kaminey/","29 Sep 2009","N/A","UTV Communications","N/A","True"
"167","Kabhi Khushi Kabhie Gham...","2001","N/A","14 Dec 2001","210 min","Drama, Musical, Romance","Karan Johar","Karan Johar, Sheena Parikh (screenplay)","Amitabh Bachchan, Jaya Bhaduri, Shah Rukh Khan, Kajol","Yashvardhan Raichand lives a very wealthy lifestyle along with his wife, Nandini, and two sons, Rahul and Rohan. While Rahul has been adopted, Yashvardhan and Nandini treat him as their own...","Hindi, English, Urdu","India","22 wins & 43 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMTg4Mjk4M15BMl5BanBnXkFtZTcwOTU5NTk5Mw@@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","33,944","tt0248126","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/kabhi_khushi_kabhie_gham_2001/","02 Sep 2003","N/A","Dharma Productions","N/A","True"
"168","Sivaji","2007","N/A","15 Jun 2007","188 min","Action, Adventure, Drama","S. Shankar","S. Shankar (story and screenplay), Sujatha (dialogue)","Rajinikanth, Shriya Saran, Suman, Vivek","Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.","Tamil, Hindi, English","India","11 wins & 3 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MDc1OTI1OF5BMl5BanBnXkFtZTgwMDU1NzE2NDE@._V1_SX300.jpg","Internet Movie Database","7.5/10","N/A","7.5","12,274","tt0479751","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/sivaji/","N/A","N/A","A.V.M. Productions","N/A","True"
"169","Once Upon a Time in Mumbai","2010","N/A","30 Jul 2010","134 min","Action, Crime, Drama","Milan Luthria","Rajat Arora, Bhrigu Brinda (story screenplay and dialogue), Aditi Mediratta (associate writer)","Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai","A smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him, and a police officer is caught in the middle.","Hindi","India","1 win & 20 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMTg1NzY3NDReQTJeQWpwZ15BbWU3MDQ2NzQxNzM@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","11,792","tt1395054","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/once-upon-a-time-in-mumbai/","04 Apr 2011","$302,862","Viva Entertainment","http://www.mumbaigoesrewind.com/","True"
"170","Maine Pyar Kiya","1989","N/A","29 Dec 1989","192 min","Drama, Family, Musical","Sooraj R. Barjatya","S.M. Ahale (story), Sooraj R. Barjatya (dialogue), Sooraj R. Barjatya (screenplay)","Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma","Karan (Alok Nath) lives in a small house with his only daughter, Suman (Bhagyashree). He decides to travel overseas in Dubai, in the Persian Gulf, so that he can accumulate enough wealth to...","Hindi","India","4 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NTg4MDIwN15BMl5BanBnXkFtZTgwMTY2ODk1MDE@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","7,828","tt0100095","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/maine_pyar_kiya/","18 May 1999","N/A","Rajshri Media","N/A","True"
"171","Monsoon Wedding","2001","R","26 Apr 2002","114 min","Comedy, Drama, Romance","Mira Nair","Sabrina Dhawan","Naseeruddin Shah, Lillete Dubey, Shefali Shetty, Vijay Raaz","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.","Hindi, English","India, USA, Italy, Germany, France, UK","Nominated for 1 Golden Globe. Another 7 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZWMzMDJhMjgtZjk2NS00ZDM4LThmOGMtOTQzYWU3N2Y4Y2M2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","Internet Movie Database","7.4/10","77","7.4","20,613","tt0265343","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/monsoon_wedding/","24 Sep 2002","$14,000,000","USA Films","http://www.monsoonweddingmovie.com","True"
"172","Life in a Metro","2007","N/A","11 May 2007","132 min","Comedy, Drama, Romance","Anurag Basu","Anurag Basu (story and screenplay), Sanjeev Dutta (dialogue)","Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon","Six different stories, about nine people, each with different issues and problems, all occurring within one place: the METRO.","Hindi","India","8 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0NjkxNTc5M15BMl5BanBnXkFtZTgwMDYxMTA2MDE@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","8,265","tt0800956","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/metro2007/","21 Aug 2007","N/A","N/A","N/A","True"
"173","Page 3","2005","N/A","21 Jan 2005","139 min","Drama","Madhur Bhandarkar","Nina Arora (screenplay), Madhur Bhandarkar (dialogue), Sanjeev Dutta (dialogue), Manoj Tyagi (screenplay)","Konkona Sen Sharma, Atul Kulkarni, Sandhya Mridul, Tara Sharma","A look at Mumbai's socialite party circle world through the eyes of a Page 3 journalist.","Hindi, English","India","5 wins & 10 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDUxNTU5MF5BMl5BanBnXkFtZTcwOTIxMTg4Mw@@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","5,297","tt0443708","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/page-3/","N/A","N/A","N/A","N/A","True"
"174","Jolly LLB","2013","N/A","15 Mar 2013","135 min","Comedy, Drama","Subhash Kapoor","Subhash Kapoor","Arshad Warsi, Amrita Rao, Boman Irani, Saurabh Shukla","A small time lawyer files a PIL in court against his own idols case.","Hindi","India","7 wins & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjgzNDdiNmEtYWI1OC00ZjhjLWE2ZWQtY2QyNjE2ZDAyNTI3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","10,267","tt2621000","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/jolly_llb/","N/A","N/A","FIP","http://www.facebook.com/JollyLLBthefilm","True"
"175","Ghulam","1998","N/A","19 Jun 1998","162 min","Crime, Drama, Thriller","Vikram Bhatt","Anjum Rajabali","Aamir Khan, Rani Mukerji, Rajit Kapoor, Mita Vasisht","Ghulam means a slave. Sidharth (Aamir Khan) is an amateur boxer who does not work, preferring to loaf about with friends. His older brother Jai (Rajit Kapoor) works with a gangster who ...","Hindi","India","1 win & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BOWM1NWEwY2ItYTc1OC00ZmFkLThmM2UtZjc4ZWZhYjliMjBkXkEyXkFqcGdeQXVyNjc5Mjg4Nzc@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","8,435","tt0190419","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ghulam/","03 Aug 2005","N/A","N/A","N/A","True"
"176","Ishqiya","2010","N/A","29 Jan 2010","118 min","Comedy, Drama, Romance","Abhishek Chaubey","Vishal Bhardwaj (screenplay), Sabrina Dhawan (screenplay), Abhishek Chaubey (screenplay), Vishal Bhardwaj (dialogues)","Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid","While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.","Hindi","India","8 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2MzA5Mjc4Ml5BMl5BanBnXkFtZTcwMzU3NTk5Mw@@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","7,643","tt1345777","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ishqiya/","23 Mar 2010","N/A","Viva Entertainment","http://www.Ishqiya.com","True"
"177","Khaleja","2010","N/A","07 Oct 2010","170 min","Action, Comedy, Drama","Trivikram Srinivas","Trivikram Srinivas (story, screenplay, dialogue)","Mahesh Babu, Anushka Shetty, Prakash Raj, Brahmanandam","When a mysterious illness ravages a remote village, the villagers embrace a reluctant taxi driver as their savior.","Telugu, Hindi, English","India","3 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BOGNiMWU0NjgtNjIyMy00ZGRkLTkyNTMtMzRlNDY0YTNjZWI4XkEyXkFqcGdeQXVyMzc5Nzk1NDY@._V1_SX300.jpg","Internet Movie Database","7.7/10","N/A","7.7","5,415","tt1582519","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/mahesh_khaleja/","N/A","N/A","Ficus Pictures","N/A","True"
"178","Golmaal: Fun Unlimited","2006","N/A","14 Jul 2006","150 min","Action, Comedy, Drama","Rohit Shetty","Neeraj Vora","Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor","Four runaway crooks take shelter in a bungalow which is owned by a blind couple.","Hindi","India","1 win & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYmE3YmNiM2YtM2MxMi00ZDhmLTk1ZTQtODdjOWY4YjVkYThmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","9,403","tt0495034","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/golmaal_fun_unlimited/","26 Sep 2006","N/A","N/A","N/A","True"
"179","Lootera","2013","NOT RATED","05 Jul 2013","136 min","Drama, Romance","Vikramaditya Motwane","O. Henry (short story ""The Last Leaf""), Bhavani Iyer (screenplay), Anurag Kashyap (dialogue), Vikramaditya Motwane (screenplay)","Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain","An aristocrat's daughter falls in love with a visiting archaeologist, but he holds a secret that could drive them apart.","Hindi","India","4 wins & 21 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwNTYyMzk4Ml5BMl5BanBnXkFtZTcwMTY2Mzc4OQ@@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","11,444","tt2224317","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/lootera/","12 Jan 2015","$581,813","Eros","N/A","True"
"180","Mardaani","2014","N/A","22 Aug 2014","113 min","Action, Drama, Thriller","Pradeep Sarkar","Gopi Puthran, Vibha Singh","Rani Mukerji, Tahir Raj Bhasin, Priyanka Sharma, Mona Ambegaonkar","A story of Shivani Shivaji Roy, Crime Branch, who sets out to confront the mastermind behind a child trafficking mafia.","Hindi","India","3 wins & 15 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MTA5MzM2MF5BMl5BanBnXkFtZTgwNjk2MDgwMjE@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","7,818","tt3495000","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/mardaani/","N/A","N/A","Yash Raj Films","https://www.facebook.com/MardaaniTheFilm","True"
"181","Raman Raghav 2.0","2016","NOT RATED","24 Jun 2016","133 min","Crime, Drama, Thriller","Anurag Kashyap","Vasan Bala, Anurag Kashyap","Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra","Set in present day Mumbai the story follows the life of a serial killer Ramanna who is inspired by an infamous serial killer from the 1960s, Raman Raghav. His strange obsession with Raghavan, a young cop keeps growing as he closely follows him without his knowledge and often creates situations where both of them come face to face.","Hindi","India","4 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MTgxZWYtMzVmMy00NjY0LWJkMjktZWE4OTYyOGI2MTUzXkEyXkFqcGdeQXVyNTE2MzU4OTA@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","7,057","tt5662932","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/raman_raghav_20/","N/A","N/A","Phantom Films","N/A","True"
